image_name,Hue,Sat,Lum,sdHue,sdSat,sdBright,Entropy,LRSymm,UDSymm,SED,NSED,ED,Order,Natural,Habitable,Preference
5290333715_fbe95626ae_o.jpg,0.123053438,0.280523925,0.465580258,0.197126064,0.216424215,0.275851185,7.434824281,0.005822222,0.004986343,0.12166875,0.008588542,0.096018519,1,2.17,2.93,1.53
4357587050_d09069f341_o.jpg,0.276482787,0.25435329,0.566156162,0.278846398,0.294493476,0.270801074,6.17728116,0.008411111,0.007431019,0.077889583,0.0341875,0.100464815,1.06,2,1.59,1.74
sun_audijvtzzhgkrybg.jpg,0.278961761,0.202144413,0.497831583,0.259493082,0.157820658,0.232531008,7.738310871,0.010021528,0.008938657,0.05993125,0.102152083,0.134441204,1.07,2.04,2.1,1.95
sun_ajjodogkvthozlni.jpg,0.378696697,0.205623273,0.475785421,0.220284477,0.194210632,0.314797741,7.733582873,0.008954398,0.008260648,0.086320833,0.07903125,0.123857407,1.09,1.16,2.08,1.26
sun_dgqyeayssxdxcaim.jpg,0.389366086,0.175528415,0.538710955,0.344594534,0.135949625,0.194159287,7.118986849,0.009002778,0.003885185,0.040295833,0.077255208,0.111384259,1.12,1.85,2.81,1.61
3366458002_ac04872b66_o.jpg,0.13389464,0.272643515,0.554114786,0.197028975,0.22539631,0.223527248,7.724740177,0.006287963,0.00589213,0.130579167,0.034292708,0.104053241,1.19,1.56,1.86,1.67
211996287_d8557a2ef9_o.jpg,0.289649729,0.307453591,0.286766834,0.332991377,0.152701634,0.190714415,7.155577906,0.006868287,0.006782639,0.063675,0.074683333,0.109947685,1.19,1.52,2.72,1.25
17051254577_dd72f38209_k.jpg,0.49305794,0.289744121,0.463223479,0.290725936,0.172064781,0.283550562,7.02902176,0.005827315,0.002531944,0.107402083,0.020835417,0.084937963,1.24,2.1,1.52,1.11
3938237942_76dea3d4f8_o.jpg,0.425088291,0.205457358,0.530830349,0.238944089,0.153811452,0.35856037,7.598030093,0.004316435,0.005841435,0.056204167,0.054594792,0.102446296,1.29,1.89,2.38,1.24
2736547401_ef00ca564d_o.jpg,0.327233966,0.157195287,0.541613671,0.290828957,0.101460966,0.254928098,7.311661663,0.009126157,0.009512963,0.0271625,0.121335417,0.132054167,1.3,1.74,2.09,2.33
7492835552_e05c4935b0_k.jpg,0.164445473,0.294088294,0.521572476,0.064336031,0.234461763,0.234775367,7.605136974,0.006319213,0.005606944,0.044775,0.076230208,0.104136574,1.31,1.67,3.4,2
sun_bgkepmegcalzsxra.jpg,0.163278956,0.329024038,0.461840468,0.161222607,0.254700463,0.311671134,7.024206263,0.005763889,0.005187269,0.086670833,0.050922917,0.108224074,1.33,1.96,2.29,1.78
sun_bzmyfbmnrcadcgci.jpg,0.287810519,0.205725141,0.504765654,0.263692192,0.145462097,0.25403848,7.19875389,0.007564583,0.004762731,0.049810417,0.073429167,0.104523148,1.36,1.05,2.35,1.35
sun_atriidvlwljbeqyy.jpg,0.29011699,0.089378482,0.485917135,0.173368092,0.071719195,0.223771827,7.396879436,0.005721296,0.004662269,0.069725,0.041779167,0.098528241,1.36,1.13,1.46,1.32
13169566283_9b227dab23_o.jpg,0.191436704,0.18138389,0.626897745,0.167560183,0.215078691,0.246726286,7.611778748,0.005177546,0.004304861,0.096839583,0.029282292,0.086638889,1.37,1.96,2.88,1.88
9506900174_b1dce922a6_k.jpg,0.273317182,0.489015197,0.393821275,0.230916658,0.232962021,0.288046593,7.467072319,0.007453704,0.00597662,0.069575,0.089157292,0.110880556,1.37,2.45,2.14,2.63
8242897586_d2a46887ee_k.jpg,0.362396719,0.266857436,0.572263007,0.239587821,0.166489903,0.272186505,7.442909255,0.006352546,0.004379167,0.07571875,0.049859375,0.0996375,1.38,1.42,1.79,1.57
sun_auutbcqfhcoepljq.jpg,0.273802074,0.117487234,0.549524691,0.274545273,0.128379383,0.299749299,7.658632162,0.005980787,0.005122917,0.064335417,0.05021875,0.093221296,1.4,1.24,2.78,1.71
sun_bossjhritljapxhy.jpg,0.44478127,0.237448246,0.485486899,0.249373986,0.190018985,0.285237718,7.866361937,0.00817963,0.007738889,0.064477083,0.092969792,0.122732407,1.41,1.84,2.25,1.53
5546728127_14d4fc3000_o.jpg,0.186728354,0.235298605,0.524645581,0.232272604,0.188489463,0.312864187,7.960937849,0.009387037,0.007555093,0.164977083,0.023573958,0.125002778,1.41,2.25,1.53,1.77
8442590705_6bb3706b74_h.jpg,0.466542536,0.107407779,0.648615352,0.30482359,0.110364649,0.281462708,7.626235777,0.003477315,0.006140046,0.08248125,0.03470625,0.098245833,1.44,1.43,3.13,2.21
8558926944_ec934088fa_k.jpg,0.413104109,0.17124707,0.548406078,0.289149955,0.19511086,0.361313241,7.779327697,0.005444213,0.004189583,0.106935417,0.017623958,0.088131019,1.45,1.76,1.95,2.57
161233934_4bd86966da_o.jpg,0.218917401,0.25283773,0.57366093,0.245954191,0.230427628,0.322656703,6.918307552,0.008378009,0.005971296,0.08666875,0.052826042,0.1121125,1.46,2.08,2.83,2
sun_bengzsmykwchlrdn.jpg,0.12852135,0.220127748,0.55175772,0.135978082,0.145518533,0.272115877,7.73821423,0.00755787,0.005938194,0.081164583,0.064367708,0.109942593,1.47,1.33,2.4,1.68
12470681413_46ced6c02f_k.jpg,0.430588799,0.195942897,0.34008638,0.290082083,0.206883454,0.277419876,7.59921356,0.009297685,0.011201157,0.082564583,0.092160417,0.13829537,1.48,1.14,2.63,1.64
sun_bslxkwkosmlrlsha.jpg,0.538793757,0.122884354,0.332625091,0.31543281,0.06891137,0.230376117,7.357558011,0.004541667,0.004501157,0.044697917,0.059371875,0.092303241,1.48,3.61,1.57,2.45
7707723784_8b1e11d5eb_k.jpg,0.193841573,0.269990022,0.50058658,0.222901602,0.240635351,0.288762336,7.593122601,0.008794213,0.008026389,0.16571875,0.020684375,0.119618519,1.49,1.41,2.57,2.35
sun_byhaxsjmxzapuvrx.jpg,0.450121868,0.228902104,0.566709978,0.406970071,0.169848155,0.243701239,7.82207906,0.005961574,0.00579375,0.112708333,0.038169792,0.102927778,1.5,1.06,2.2,1.32
7479099258_441014ef22_k.jpg,0.174875097,0.291250209,0.536565276,0.146971625,0.130477933,0.204811106,7.539014624,0.004984954,0.005444907,0.064016667,0.049332292,0.099266204,1.5,2.42,1.7,1.43
8143897812_4de9ac4548_k.jpg,0.210223795,0.225327111,0.567024906,0.233117787,0.219217436,0.271329586,7.794517989,0.009073611,0.008524306,0.065691667,0.069509375,0.129489815,1.5,1.42,2.11,1.74
16191181936_3332fc9a0b_k.jpg,0.397802206,0.353136899,0.550031565,0.22607032,0.231878064,0.261324784,7.855385864,0.010046065,0.004271065,0.043672917,0.086113542,0.111607407,1.5,2.54,3.18,2
5662920796_45231899bf_o.jpg,0.181816259,0.345386776,0.549607756,0.205660794,0.216889174,0.284813856,7.875837607,0.011394907,0.009608565,0.12733125,0.074061458,0.141513426,1.54,2.5,1.39,1.74
9019857601_6c1986fe84_k.jpg,0.255126809,0.397881428,0.539833664,0.201157493,0.287067812,0.279647916,7.958514472,0.010779861,0.011246991,0.098747917,0.098251042,0.147941204,1.55,3.09,1.79,3
sun_bwmawbpoowzeummc.jpg,0.148589689,0.355993645,0.620531253,0.169785083,0.226719287,0.275699713,7.942801964,0.012355324,0.011186111,0.064389583,0.126309375,0.150713889,1.56,1.4,2.53,1.44
2851399484_82829f812a_o.jpg,0.299423406,0.232408814,0.527100933,0.217588662,0.231221525,0.290227409,7.450819979,0.004873148,0.005255324,0.062802083,0.063195833,0.10350463,1.56,2,2.92,2.72
5620759402_1782ccb6cf_o.jpg,0.120660939,0.305522184,0.607118119,0.125998499,0.257324315,0.271262442,7.656468593,0.006603935,0.005916898,0.12891875,0.003996875,0.094351852,1.59,2.3,3.7,2.07
14246834084_c00405b25e_k.jpg,0.114248578,0.465076711,0.460302269,0.081075629,0.298674985,0.198105082,7.299537767,0.012571296,0.01063588,0.06160625,0.101047917,0.138893519,1.6,1.48,2.57,3.04
14871577918_e702f3b8a0_k.jpg,0.132806287,0.37712768,0.475450087,0.144025179,0.281736163,0.298637002,7.211957165,0.006566435,0.006053935,0.087958333,0.065889583,0.104040278,1.61,1.95,2.11,2.5
7089581999_c1aa527c2e_o.jpg,0.256085182,0.228860459,0.394766275,0.222983867,0.188475786,0.295453982,7.583778189,0.008155324,0.007568056,0.089947917,0.046472917,0.105987037,1.61,2.12,2.88,3.27
1583747295_8f3b3c7d47_o.jpg,0.144686653,0.273790966,0.631996932,0.085052308,0.156609848,0.273513589,7.129323868,0.010643519,0.011261343,0.059654167,0.103710417,0.148901389,1.62,1.6,3.5,2.59
15500314383_c492f42534_k.jpg,0.24915814,0.339310497,0.498645367,0.239629432,0.217364318,0.242683285,7.814767609,0.008823611,0.007616667,0.08378125,0.079244792,0.130237037,1.63,2.43,3.28,2.6
sun_bacfxczwjbidyntb.jpg,0.30735142,0.205065538,0.428600298,0.203600259,0.179795843,0.189013899,7.32295992,0.008400694,0.007903472,0.065975,0.070509375,0.125331944,1.64,1,3,1.68
2992696567_451168d811_o.jpg,0.291155101,0.178538734,0.472015011,0.270875459,0.143392193,0.269428059,7.59734398,0.012712963,0.010333565,0.028433333,0.11343125,0.150426852,1.64,1.67,3.19,3.39
11589015423_04dd36e4c1_k.jpg,0.298101066,0.293805308,0.494824125,0.260162261,0.196034471,0.308615158,7.712518497,0.007625463,0.005206944,0.07628125,0.066961458,0.103922685,1.65,2.26,2.5,2.2
4911002033_d87276e515_o.jpg,0.352893178,0.2524362,0.430321463,0.311306784,0.205538127,0.24728485,7.292949519,0.009053241,0.008687269,0.06258125,0.082840625,0.126148148,1.67,1.04,3.7,2.32
2433087283_8eed4c6f56_o.jpg,0.273634282,0.136924945,0.648489568,0.244440399,0.142364452,0.28003226,7.240569999,0.00968125,0.008644907,0.1120375,0.059555208,0.137053241,1.67,2.45,2.86,3
3446305390_5153e4ce31_o.jpg,0.333754941,0.162183461,0.46617573,0.32971891,0.176185202,0.246349433,7.859686735,0.008504861,0.008273148,0.104877083,0.046204167,0.122408333,1.67,2.35,3,3.43
sun_bzdcfoltkmpoxnqn.jpg,0.266998189,0.262244346,0.396540218,0.26241437,0.189994819,0.271792292,7.678536134,0.009627315,0.008726389,0.06710625,0.102496875,0.132574074,1.68,2.45,2.41,2.17
7463113742_235058b193_h.jpg,0.290062384,0.560510947,0.582352988,0.217444806,0.248733115,0.322088658,7.804884466,0.00694838,0.003326852,0.0824875,0.056105208,0.099381481,1.69,1.17,2.08,1.81
2794730153_9cba3903c8_o.jpg,0.322620165,0.224457076,0.522028471,0.321227242,0.204041892,0.281016536,7.334434831,0.005499074,0.004905787,0.0785,0.05393125,0.099665741,1.7,1.88,2.53,2.7
2984421173_17f7d3718f_o.jpg,0.216547774,0.260312576,0.533184201,0.245040821,0.22832059,0.297901892,7.097080516,0.00957338,0.008999306,0.068272917,0.067625,0.133703241,1.71,1.3,2.65,1.89
4911021037_8bae5d26ce_o.jpg,0.314322722,0.284654886,0.414274227,0.200496603,0.246602626,0.284510319,7.494772054,0.0083125,0.008197454,0.07700625,0.080746875,0.127382407,1.72,1.14,2.19,1.39
old-architecture-houses-buildings-abandoned-abandoned-house-1440x900-hd-wallpaper.jpg,0.223272781,0.183358811,0.484032633,0.137814717,0.187043192,0.337728891,7.542595114,0.00886412,0.006458796,0.043822917,0.088833333,0.114637037,1.72,1.65,2,2.47
3103055771_403cf88e3c_o.jpg,0.241669637,0.096063582,0.584601147,0.233778592,0.113414992,0.282557608,7.476437072,0.004812037,0.004492593,0.099758333,0.019320833,0.089714352,1.75,2.19,2.64,1.75
8143875022_3eb1563a6a_k.jpg,0.241844978,0.136714578,0.591250138,0.239119663,0.16606459,0.2601478,7.707739384,0.008454167,0.00565787,0.079825,0.052685417,0.113426852,1.75,1.38,2.48,1.84
2993544590_46f49c0b9e_o.jpg,0.282254492,0.087003977,0.487455545,0.268407693,0.114337667,0.297372277,6.902089188,0.008379861,0.006409491,0.0638625,0.053313542,0.116894444,1.76,1.63,3,1.56
3429411023_5bd8ab3f83_o.jpg,0.645635009,0.201115488,0.583279967,0.279380627,0.215085906,0.325016044,7.590261366,0.010153241,0.009703704,0.0615,0.099739583,0.138216204,1.8,1.86,3.33,2.05
sun_bfyksyxmxcrgvlqw.jpg,0.211104769,0.251574146,0.69445057,0.169892896,0.196359183,0.190306591,7.096451849,0.008271296,0.003762963,0.036797917,0.073141667,0.105156944,1.81,3.11,2.21,2.41
15102941978_7633b7c4f5_k.jpg,0.45848497,0.354367299,0.708447898,0.263437824,0.228361118,0.270050082,7.413938894,0.0055625,0.003815509,0.17206875,0.006514583,0.091875926,1.81,1.7,3.08,1.84
sun_bgkedhsgzyptkdkv.jpg,0.364274011,0.143235592,0.582248718,0.234086215,0.11943495,0.280189156,7.50300549,0.00982662,0.006277083,0.059264583,0.075066667,0.120301389,1.83,1.88,3.44,1.53
9121407111_7d5fb9c3a5_k.jpg,0.32891981,0.442307036,0.542243624,0.233552122,0.298730585,0.296591721,7.946678158,0.01260787,0.013359722,0.072489583,0.117203125,0.160065278,1.83,1.47,2,1.64
4023769904_376f22119c_o.jpg,0.274305175,0.188963284,0.438692444,0.258418556,0.211564013,0.310617229,7.367532889,0.008071759,0.005913194,0.101947917,0.051766667,0.114539815,1.83,1.63,3.14,1.68
10030281684_9debe5f38e_k.jpg,0.385883282,0.36225373,0.33532,0.345523926,0.268417168,0.233192626,7.543148594,0.010931713,0.011061111,0.0830125,0.0965875,0.145629167,1.86,1.41,3.13,2.04
7375038882_a76af2fae9_k.jpg,0.286403391,0.418392099,0.505157175,0.214820199,0.239729268,0.275347423,7.643818069,0.013022222,0.007571991,0.081404167,0.094386458,0.138952778,1.86,1.94,3.41,3.94
13835018115_0a969769a5_k.jpg,0.327448641,0.132083146,0.701446031,0.243786408,0.171582036,0.270643978,7.409876833,0.008134722,0.005820139,0.08751875,0.044380208,0.109916204,1.87,1.63,2.63,2.58
871715538_107db9b9f6_o.jpg,0.327072211,0.246351459,0.467324325,0.210449693,0.260083921,0.333720737,7.746341542,0.004912269,0.004571991,0.114191667,0.017573958,0.09064537,1.88,1.17,2.74,2.25
16801118350_902530e7b9_o.jpg,0.396860669,0.243116508,0.558272745,0.31714701,0.154597348,0.301291921,7.573900067,0.011117593,0.008775694,0.0349625,0.123773958,0.140598611,1.88,2.15,2.63,2.59
17040856507_f091ce29db_k.jpg,0.425316682,0.316310701,0.64590935,0.269860155,0.183040216,0.253449272,7.307538255,0.009856713,0.004281481,0.04939375,0.077988542,0.106623148,1.88,1.32,2.43,2.41
8521640905_9877f37fa7_k.jpg,0.265783272,0.171978918,0.364553711,0.302519804,0.122939863,0.295898719,7.333350068,0.004844444,0.004803935,0.088233333,0.030638542,0.096526389,1.9,1.67,2.71,2.48
11095038286_2e2f2de754_k.jpg,0.42005643,0.366115504,0.574401369,0.386544073,0.174467812,0.249715623,7.577906742,0.009312963,0.006176852,0.0705875,0.07625,0.122703241,1.9,1.46,3.57,2.16
4475694321_540b43ae6d_o.jpg,0.283294607,0.1937524,0.582233958,0.301241367,0.138277287,0.257898755,7.813864796,0.012020602,0.008453009,0.05875625,0.093086458,0.137650926,1.92,1.55,2.86,1.76
7706251070_026dabc672_k.jpg,0.362980847,0.45801752,0.73638272,0.227137414,0.329323321,0.272907926,7.408466826,0.012785648,0.001013657,0.037108333,0.095045833,0.115322222,1.94,2.16,3.33,2.37
3014867606_9c6f101e83_o.jpg,0.284532168,0.150038633,0.526668453,0.2338749,0.1022248,0.190343178,7.365950213,0.01062662,0.010556944,0.06196875,0.100796875,0.142050463,1.95,1.94,2.86,1.72
13395174494_44b4eebf89_k.jpg,0.351875599,0.208917884,0.539176198,0.310813636,0.237768743,0.333165115,7.819188353,0.009994444,0.009131481,0.0611,0.092228125,0.136985648,1.95,1.7,2.71,1.96
5069294588_01802c08fe_o.jpg,0.392677771,0.239901888,0.555813511,0.344037603,0.245653438,0.329894626,7.866706072,0.006257407,0.005045139,0.083822917,0.057660417,0.10164213,1.95,1.06,3.05,1.8
370298677_637dc7f159_o.jpg,0.212635444,0.10519559,0.623798609,0.224645929,0.094764358,0.259340526,6.914232628,0.010326389,0.005800926,0.073352083,0.062836458,0.118048611,1.95,1.67,3.06,2.89
6351939440_c28babf721_o.jpg,0.396427724,0.154328821,0.477717484,0.280253535,0.12660936,0.230923352,7.746958652,0.010781944,0.009403472,0.06943125,0.093169792,0.136198148,1.96,1.18,3.09,1.63
8522765122_1f5d937872_k.jpg,0.357828608,0.119721011,0.567336133,0.310980997,0.14443132,0.354101154,7.217868028,0.006088889,0.005547454,0.08761875,0.041220833,0.106071296,1.96,2.64,3.69,2.96
87772710_029279892b_o.jpg,0.259029516,0.228536011,0.541637894,0.271804203,0.176520824,0.257629375,7.67416506,0.011759954,0.009386574,0.088185417,0.076230208,0.137789815,2,2.06,3.13,2.33
3438269608_8aebf026d7_o.jpg,0.37206393,0.246156091,0.446831213,0.238340848,0.223995006,0.356795515,7.18972548,0.005587269,0.005725231,0.083489583,0.05761875,0.100601852,2,1.81,3.13,2.41
17811153474_2c59ad576a_k.jpg,0.335296975,0.209371266,0.458644978,0.228760573,0.175779094,0.229954873,7.38655929,0.013237963,0.008429861,0.049947917,0.112985417,0.143251852,2,1.15,3.11,2.7
1493288209_30b9e037a5_o.jpg,0.447693828,0.238197741,0.493065861,0.210877666,0.100900669,0.200924778,7.49059642,0.008866898,0.008146991,0.035504167,0.107661458,0.129,2,2.07,4.15,3
2928652344_0a2a4d5a78_o.jpg,0.179176913,0.534697324,0.339914557,0.133157252,0.234763985,0.182001376,7.140466804,0.010841667,0.009877778,0.067670833,0.117959375,0.141325,2.03,1.48,3.75,2.09
8143908150_23206163bc_k.jpg,0.245508438,0.258172626,0.450682691,0.244471021,0.221095895,0.246217294,7.786142563,0.011650463,0.011625926,0.111877083,0.063589583,0.1478,2.04,1.67,2.57,2
sun_btzmfgosrtmnkftf.jpg,0.387406894,0.139333696,0.578922879,0.167716148,0.12909237,0.250373083,7.601772732,0.00588912,0.00610162,0.062454167,0.044633333,0.099428704,2.04,3.57,1.6,2.26
14728315772_fabc863351_k.jpg,0.315151888,0.186236479,0.345978308,0.275434844,0.212704017,0.325718226,7.322991414,0.006243981,0.00489213,0.077929167,0.058180208,0.103613426,2.05,2.31,2.56,3.5
5796694376_f7acbeaa7e_o.jpg,0.310151435,0.187350091,0.460317204,0.207973985,0.135918982,0.238599123,7.744843939,0.009784028,0.011041898,0.056527083,0.09595625,0.138162037,2.06,1.94,3.76,1.87
3254532592_75600d66c2_o.jpg,0.508738648,0.23481828,0.579663555,0.248250109,0.174786352,0.274438093,7.66948613,0.005181481,0.002917824,0.05630625,0.049560417,0.083905093,2.09,1.73,2.7,2.92
697172478_c5e168ad36_o.jpg,0.38467722,0.50781175,0.621042578,0.240131154,0.269871372,0.356652851,7.624652861,0.00248125,0.005277083,0.079102083,0.039276042,0.085229167,2.09,3.23,2.6,3.82
1203674043_9fa0aca805_o.jpg,0.245136815,0.213598189,0.522185704,0.199521352,0.230149764,0.387503422,6.346500109,0.004615972,0.008683796,0.067458333,0.052902083,0.111528704,2.1,1.17,3.05,2.77
4543290999_bb7670d32a_o.jpg,0.250836198,0.141633408,0.384718286,0.215251111,0.13139186,0.332500494,7.070402712,0.007334722,0.006996528,0.06578125,0.045730208,0.112558333,2.11,1.33,2.85,2.05
13054351823_87512638d1_k.jpg,0.288602861,0.340980548,0.505556104,0.259499237,0.328207682,0.332749702,7.707221882,0.012485185,0.012708796,0.079764583,0.104659375,0.157694907,2.11,1.66,3.68,2.2
5487406947_4be286c053_o.jpg,0.252608304,0.212212993,0.609273682,0.255339299,0.213735549,0.277402605,7.654480207,0.009795602,0.008799306,0.053429167,0.094545833,0.135135648,2.11,2,3.76,2.3
12273601646_c70ae31164_k.jpg,0.103211396,0.502754578,0.614762458,0.127876497,0.320369411,0.30242138,7.668331892,0.007646759,0.009483796,0.107047917,0.046417708,0.127125463,2.13,2.12,3.41,3.22
9232732578_68f25ea0fe_o.jpg,0.435677322,0.373429254,0.38963813,0.212684544,0.21679418,0.216695775,7.272524537,0.007578009,0.007309259,0.069291667,0.0807,0.122955093,2.14,1,2.13,1.58
6156996809_99ab02f2d8_o.jpg,0.287291126,0.267603467,0.528792418,0.293951085,0.233654633,0.280139564,7.684990919,0.008667593,0.006129398,0.060520833,0.064102083,0.10520787,2.14,1.47,2.79,1.52
3973321620_2099318afe_o.jpg,0.212405753,0.187287566,0.545254651,0.239016306,0.236671803,0.336256509,6.537036331,0.008970602,0.00696713,0.059579167,0.074992708,0.119138426,2.16,1.7,3.24,2.64
2755860336_126b78842a_o.jpg,0.350688123,0.189562663,0.514283696,0.236772706,0.13667759,0.223730525,7.524463049,0.007808796,0.007865046,0.054333333,0.073125,0.122611574,2.17,1.47,3,1.96
5005678830_2e45739d41_o.jpg,0.304064996,0.40728085,0.632157397,0.205596753,0.230380882,0.292749498,7.584698079,0.008565278,0.004221991,0.066389583,0.063417708,0.10704537,2.18,2.25,2.36,3.95
14110340975_dc6671c58b_k.jpg,0.320192098,0.206069604,0.452806776,0.25834794,0.15863646,0.28356056,7.63679541,0.008894907,0.011361806,0.03339375,0.123307292,0.142968981,2.21,1.06,3.06,1.84
3434614894_191e1b92b9_o.jpg,0.245552003,0.213603089,0.462620915,0.313566952,0.223154355,0.230954241,7.804746006,0.017547685,0.010107407,0.06291875,0.104961458,0.158352778,2.21,1.13,3.67,2.53
4910293569_b5858635df_o.jpg,0.24515873,0.456727713,0.411540915,0.190583536,0.250327859,0.2895832,7.580698187,0.007412269,0.005604167,0.212191667,0,0.114869444,2.22,1.82,3.56,1.85
6351939118_76186be2de_o.jpg,0.255829654,0.250789635,0.456897996,0.220845399,0.204024831,0.257602525,7.631332527,0.006751389,0.006106713,0.069527083,0.05884375,0.105196759,2.24,1.35,4.21,2.39
sun_btzhsekytknfthgu.jpg,0.192143805,0.381939146,0.527553853,0.168164153,0.238014651,0.261248301,7.697220052,0.007942824,0.009672917,0.05985,0.088884375,0.125984259,2.24,1.56,3.92,2.76
6156998891_cfbc8531d2_o.jpg,0.185787033,0.305267903,0.481399459,0.202866443,0.209059501,0.269844413,7.675903174,0.009940741,0.00974375,0.086225,0.085433333,0.136206019,2.24,1.3,3.27,3.31
2178040614_a0e947a0d0_o.jpg,0.386296835,0.115028181,0.549386216,0.289114579,0.100422435,0.261944997,7.66228811,0.009090046,0.008518056,0.061160417,0.082536458,0.130781019,2.25,1.35,3.6,2.13
4743675965_7a65b48c0a_o.jpg,0.393144006,0.273933369,0.549501471,0.295909892,0.305322489,0.309290652,7.781861189,0.009125694,0.007710417,0.0725125,0.076210417,0.121120833,2.25,2.4,3.23,2.87
6995486190_dfbb589470_k.jpg,0.249383795,0.186525134,0.543806783,0.270137404,0.152645745,0.227102507,7.824219517,0.009381713,0.008754861,0.07794375,0.090271875,0.132048148,2.26,1.76,4.16,1.81
8730161898_8ee167bc51_k.jpg,0.159471909,0.440260036,0.537739648,0.063388815,0.244989264,0.231087728,7.809594407,0.015572454,0.013589583,0.088464583,0.099344792,0.1664875,2.29,1.06,3,2.23
16153261485_4146b8bc89_k.jpg,0.152092464,0.312463968,0.671439993,0.14384327,0.214789011,0.227155308,7.627881495,0.012266667,0.012261806,0.059370833,0.10325625,0.157413889,2.29,1.05,3.17,2.65
14994839459_c459a65ba6_o.jpg,0.210363155,0.414447977,0.543895185,0.241017173,0.286654519,0.310839604,7.905966344,0.01049838,0.009855324,0.083858333,0.091623958,0.133183333,2.29,1.14,2.79,1.95
4006685914_bc5591f6ee_o.jpg,0.406429702,0.130097533,0.48530435,0.237934716,0.100235929,0.32137449,7.014132289,0.006506481,0.01088912,0.037591667,0.090679167,0.12835787,2.3,1.27,2.59,1.86
5005069327_4474510394_o.jpg,0.241643613,0.254935088,0.530663551,0.202314382,0.220294027,0.331503587,6.940071112,0.007161111,0.005951852,0.086104167,0.051428125,0.109438426,2.3,2.08,3.41,3.55
7706276100_0081656a1b_k.jpg,0.411108477,0.251788106,0.679672121,0.231852007,0.26685847,0.282466968,6.843539621,0.011428935,0.003983333,0.035014583,0.097390625,0.11949537,2.31,2.1,3.08,2.6
3436845590_6019af2b56_o.jpg,0.251210064,0.405710478,0.402799742,0.159371266,0.232915323,0.218633947,7.622957036,0.010558333,0.009482176,0.062939583,0.124611458,0.14113287,2.32,1.32,3.52,2.26
4733844001_22006e3d63_o.jpg,0.136750855,0.398134667,0.51384142,0.175491169,0.309069112,0.281302609,7.239860363,0.005697222,0.006707176,0.128627083,0.036047917,0.108098611,2.32,2.42,3.68,3.8
4659226154_d8a52665f2_o.jpg,0.324905295,0.258678454,0.620260773,0.261305583,0.162702756,0.202503004,7.227160455,0.01230787,0.008650926,0.0827875,0.049383333,0.121571296,2.33,1.86,3.24,2.59
sun_aexrahannecqdkfz.jpg,0.497134201,0.144546985,0.480363871,0.346161313,0.103790949,0.205514486,7.683480726,0.015182639,0.01620625,0.05105625,0.148530208,0.174496759,2.35,5.65,3.3,4.56
